Genome_size,Min_gen_time,percent_C,percent_N,percent_P
6.679185e6,7.0,48.59551046901953,7.060511557749933,0.7294058011022114
5.37721e6,1.31,48.36763384632483,7.3753704905842055,1.3912450439866135
5.177578e6,2.78,48.41222615082331,7.3625755526879875,1.0636643110110058
6.972827e6,6.09,48.612383473264934,7.026310172242309,0.7245745830158323
7.193102e6,5.73,48.624637094045774,7.002278896240692,0.717793175529741
6.793945e6,5.32,48.59770429436572,7.050644765830619,0.7507675231422553
7.244804e6,2.43,48.60048477789516,7.01980209602016,0.852240433586576
5.642219e6,2.9,48.47353712769118,7.255060796002777,0.9781025311228951
4.210445e6,2.52,48.22786956348717,7.6840638047290595,1.3282395850828146
4.467545e6,3.57,48.31093717370891,7.561106430136761,1.1201770755504725
4.904121e6,6.24,48.411059177400446,7.402147818659929,0.9130420742416555
6.067264e6,6.09,48.54436738478867,7.153015424031153,0.7893385738480508
5.264264e6,3.33,48.43493188929802,7.332018513000721,0.9944090145588311
5.236918e6,2.72,48.41900443455943,7.349073808281845,1.0607588565415107
4.705879e6,3.6,48.35514160813673,7.481175253658812,1.0682838976242015
5.093035e6,2.24,48.38359864294076,7.398346800140749,1.162160274197943
4.567713e6,2.25,48.2934905190901,7.557540237088682,1.283121693729841
3.223982e6,5.26,47.981080947921605,8.192824803454089,1.364321158885069
4.829548e6,3.88,48.3798542064044,7.440170221218717,1.024339512198953
6.306952e6,4.7,48.557919593302344,7.120925199542145,0.8042027805947425
6.069513e6,5.01,48.53935671979365,7.157080757579794,0.8154867327112857
7.106298e6,5.12,48.61699545121736,7.0140223531029475,0.7351798150628546
4.034872e6,1.82,48.143747769265275,7.796053912054212,1.5897701337040993
7.372737e6,4.16,48.62757606660657,6.989414861123628,0.744973975315155
7.485871e6,4.36,48.63511134215406,6.976780746421173,0.7321061475491543
6.657122e6,3.83,48.57870391373771,7.076400999133509,0.8079671569061584
4.684622e6,6.28,48.37675273876897,7.466329973295766,0.9445979042575419
4.560838e6,4.82,48.34481978649311,7.515058951507342,1.018651698591894
7.371174e6,1.43,48.575890913720585,7.033519947789981,1.0058845300407535
6.208105e6,0.96,48.429978497789854,7.238126875606779,1.4175030124748913
8.179139e6,7.05,48.677591421976345,6.90700775673737,0.6536736699040778
6.646877e6,7.49,48.5944495122644,7.063727503961864,0.7253870216413921
6.640086e6,6.11,48.59007079768517,7.067946159072721,0.7455350507611631
6.572728e6,4.74,48.578989141087696,7.082305959707991,0.7815820540987974
2.934896e6,6.3,47.85901389985218,8.432040224119609,1.432594706884417
2.785891e6,6.78,47.78191849993995,8.580920650973148,1.484656483816726
2.549675e6,0.75,47.01590265009828,9.389844631060273,4.721675039327776
8.015544e6,4.04,48.65998196203945,6.929298546898222,0.7130962648636708
6.632341e6,8.33,48.5951675310163,7.064165319970836,0.7175001695913401
